name,total,exact,transposed,tonalTransped,inverted,augmented,retrograded,rotated,trInverted,trAugmented,trRetrograded,exact8,transposed8,tonalTransped8,inverted8,augmented8,retrograded8,rotated8,trInverted8,trAugmented8,trRetrograded8,exact6,transposed6,tonalTransped6,inverted6,augmented6,retrograded6,rotated6,trInverted6,trAugmented6,trRetrograded6,exact4,transposed4,tonalTransped4,inverted4,augmented4,retrograded4,rotated4,trInverted4,trAugmented4,trRetrograded4,exact2,transposed2,tonalTransped2,inverted2,augmented2,retrograded2,rotated2,trInverted2,trAugmented2,trRetrograded2,unclassified
ErWasEenKoopmanRijkEnMachtig:RAND:nonpatmidiname0,78,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,1,3,0,0,1,0,3,0,0,3,5,7,0,0,0,0,0,0,3,1,41
ErWasEenMeisjeVanZestienJaren:RAND:nonpatmidiname0,64,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,4,1,0,0,0,5,16,8,0,0,6,4,0,1,0,8,3,0,0,2,0,0,0,0,0,0
ErWoondeEenVrouwtjeAlOverHetBos:RAND:nonpatmidiname0,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,13,11,7,0,0,3,2,1,0,0,1,3,0,0,0,0,0,0,0,0,0
FemmesVoulezVousEprouver:RAND:nonpatmidiname0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,1,3,2,3,4,0,5,0,2,0,0,4,0,0,1,0,4,3,4,0,3,0,0,0,1,0,0
HeerHalewijn:RAND:nonpatmidiname0,84,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,11,12,1,3,5,8,3,3,9,5,2,2,0,4,0,0,0,1,0,8,1,0,0,1,0,0,0,0,0,0
HetVrouwtjeVanStavoren:RAND:nonpatmidiname0,32,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,1,0,4,0,3,0,0,1,1,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
HetWasLaatstOpEenZomerdag:RAND:nonpatmidiname0,74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,1,0,3,7,7,0,2,3,3,9,1,4,7,3,2,0,6,1,0,0,0,0,7
HetWasOpEenDriekoningenavond:RAND:nonpatmidiname0,59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,16,0,2,2,3,2,5,1,0,1,11,1,4,2,1,0,1,0,1,0,1,0,0
IkKwamLaatstEensInDeStad:RAND:nonpatmidiname0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,12,1,0,2,6,2,2,5,3,4,2,0,5,3,0,0,1,1,13,11,0,0,2,0,0,0,0,0,1
KomLaatOnsNuZoStilNietZijn:RAND:nonpatmidiname0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,3,2,4,1,2,0,15,8,2,0,1,2,3,1,0,0,2,2,0,0,0,0,0,0,0,0,0
LieveSchipperVaarMeOver:RAND:nonpatmidiname0,81,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,5,3,4,1,3,5,0,2,1,1,17,4,0,0,3,6,1,1,0,0,17,2,0,0,1,0,0,0,0,0,0
OGodIkLeefInNood:RAND:nonpatmidiname0,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,3,2,1,0,1,1,0,0,1,0,0,1,1,0,3
SoldaatKwamUitDeOorlog:RAND:nonpatmidiname0,75,0,0,0,0,0,0,1,0,4,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,2,0,0,0,10,0,0,1,0,0,4,3,0,0,18,0,0,0,0,0,17,0,0,0,10,0,0
VaarwelBruidjeSchoon:RAND:nonpatmidiname0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,2,4,1,0,1,2,1,9,0,2,1,1,2,0,0,7,4,1,1,0,0,0,0,0,0,0
WatZagIkDaarVanVerre:RAND:nonpatmidiname0,75,0,1,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,5,2,1,2,0,6,6,1,2,5,8,3,1,2,1,7,3,0,0,6,0,0,1,0,0,4
ZolangDeBoomZalBloeien:RAND:nonpatmidiname0,76,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,1,0,4,14,5,1,1,0,6,1,1,0,14,15,3,0,0,0,0,0,1,0,0
DaarGingEenHeer:RAND:nonpatmidiname1,76,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,1,0,0,0,1,0,29,0,0,0,1,0,32
DaarReedEenJonkheer:RAND:nonpatmidiname1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,0,0,2,5,0,0,2,3,2,0,1,2,0,0,0,0,11,2,4,0,2,0,1,0,0,0,0
DaarWasLaatstmaalEenRuiter:RAND:nonpatmidiname1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,0,1,2,5,1,1,5,7,1,6,0,10,1,0,0,0,0,6,8,0,0,7,0,0,0,1,0,1
DaarZouErEenMaagdjeVroegOpstaan:RAND:nonpatmidiname1,42,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12,2,0,1,0,4,0,3,2,0,1,2,0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,1
EenLindeboomStondInHetDal:RAND:nonpatmidiname1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,3,0,0,4,1,0,0,0,0,0,0,0,2,12,1,0,1,0,0,0,3,0,0
EenSoudaanHadEenDochtertje:RAND:nonpatmidiname1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,26,0,0,0,9,0,13
EnErWarenEensTweeZoeteliefjes:RAND:nonpatmidiname1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,1,1,3,5,10,1,0,3,0,0,5,0,0,0,3,0,0
ErReedErEensEenRuiter:RAND:nonpatmidiname1,126,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,2,11,4,1,1,28,24,5,0,2,2,3,0,4,0,4,9,1,0,1,0,0,0,1,0,0
ErWasEenHerderinnetje:RAND:nonpatmidiname1,48,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,13,0,1,0,0,2,0,1,3,10,5,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,1,0,2
ErWasEenKoopmanRijkEnMachtig:RAND:nonpatmidiname1,82,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,6,7,0,1,2,6,2,2,2,5,0,2,0,5,4,0,0,0,0,16,7,1,0,8,0,0,0,0,0,1
ErWasEenMeisjeVanZestienJaren:RAND:nonpatmidiname1,64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,5,1,2,0,0,0,6,14,4,1,2,5,3,2,1,0,6,2,0,0,1,0,0,1,0,0,3
ErWoondeEenVrouwtjeAlOverHetBos:RAND:nonpatmidiname1,59,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,3,0,0,8,4,0,2,1,2,2,1,0,6,11,5,0,1,0,0,1,0,0,3,2,1,0,0,0,0,0,0,0,1
FemmesVoulezVousEprouver:RAND:nonpatmidiname1,73,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,14,4,1,1,5,2,5,1,6,11,4,0,1,3,0,0,0,1,0,3
HeerHalewijn:RAND:nonpatmidiname1,96,0,2,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,1,3,14,9,1,0,0,4,2,5,1,6,20,6,1,1,1,0,2,2,0,2,5,1,0,0,0,1,0,0,0,1
HetVrouwtjeVanStavoren:RAND:nonpatmidiname1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,1,0,0,2,1,10,4,0,0,0,1,2,0,0,1,1,2,0,0,0,0,1,0,0,1
HetWasLaatstOpEenZomerdag:RAND:nonpatmidiname1,85,0,5,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2,5,4,1,2,1,8,13,0,0,1,4,6,0,3,0,11,3,0,0,1,0,0,0,0,0,8
HetWasOpEenDriekoningenavond:RAND:nonpatmidiname1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,5,0,3,6,0,0,1,0,0,1,2,1,2,3,0,0,4,0,0,0,1,0,0
IkKwamLaatstEensInDeStad:RAND:nonpatmidiname1,88,0,2,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,4,2,1,0,4,0,3,0,6,0,17,17,4,0,4,1,1,0,2,0,11,3,1,0,0,0,0,0,0,0,1
KomLaatOnsNuZoStilNietZijn:RAND:nonpatmidiname1,50,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,5,3,4,0,1,2,2,0,0,2,9,3,3,0,1,1,1,1,1,0,4,0,1,0,0,0,0,0,0,0,1
LieveSchipperVaarMeOver:RAND:nonpatmidiname1,59,0,2,1,1,0,0,1,1,2,2,0,1,0,0,0,1,0,0,0,0,2,1,0,0,4,3,1,3,0,0,3,17,0,0,0,0,2,1,2,1,3,4,0,0,0,0,0,0,0,0,0
OGodIkLeefInNood:RAND:nonpatmidiname1,50,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,3,0,1,0,2,20,2,0,1,0,1,0,5,0,1,5,0,0,0,0,0,0,1,0,1
SoldaatKwamUitDeOorlog:RAND:nonpatmidiname1,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,5,12,3,0,6,2,2,1,6,0,11,10,1,0,5,0,0,0,6,0,0
VaarwelBruidjeSchoon:RAND:nonpatmidiname1,55,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,10,0,0,1,3,0,0,1,3,8,10,0,2,0,0,0,0,2,1,3,1,0,2,0,0,0,0,0,2
WatZagIkDaarVanVerre:RAND:nonpatmidiname1,71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,1,5,12,0,0,0,3,6,1,1,2,18,0,0,0,1,1,0,0,0,0,14
ZolangDeBoomZalBloeien:RAND:nonpatmidiname1,77,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,4,1,0,0,0,2,0,0,1,0,2,1,1,0,4,0,26,19,0,0,6,1,1,1,0,0,3
DaarGingEenHeer:RAND:nonpatmidiname2,76,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,1,0,0,0,1,0,29,0,0,0,1,0,32
DaarReedEenJonkheer:RAND:nonpatmidiname2,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,0,0,2,5,0,0,2,3,2,0,1,2,0,0,0,0,11,2,4,0,2,0,1,0,0,0,0
DaarWasLaatstmaalEenRuiter:RAND:nonpatmidiname2,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,0,1,2,5,1,1,5,7,1,6,0,10,1,0,0,0,0,6,8,0,0,7,0,0,0,1,0,1
DaarZouErEenMaagdjeVroegOpstaan:RAND:nonpatmidiname2,42,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12,2,0,1,0,4,0,3,2,0,1,2,0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,1
EenLindeboomStondInHetDal:RAND:nonpatmidiname2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,3,0,0,4,1,0,0,0,0,0,0,0,2,12,1,0,1,0,0,0,3,0,0
EenSoudaanHadEenDochtertje:RAND:nonpatmidiname2,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,26,0,0,0,9,0,13
EnErWarenEensTweeZoeteliefjes:RAND:nonpatmidiname2,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,1,1,3,5,10,1,0,3,0,0,5,0,0,0,3,0,0
ErReedErEensEenRuiter:RAND:nonpatmidiname2,126,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,2,11,4,1,1,28,24,5,0,2,2,3,0,4,0,4,9,1,0,1,0,0,0,1,0,0
ErWasEenHerderinnetje:RAND:nonpatmidiname2,48,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,13,0,1,0,0,2,0,1,3,10,5,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,1,0,2
ErWasEenKoopmanRijkEnMachtig:RAND:nonpatmidiname2,82,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,6,7,0,1,2,6,2,2,2,5,0,2,0,5,4,0,0,0,0,16,7,1,0,8,0,0,0,0,0,1
ErWasEenMeisjeVanZestienJaren:RAND:nonpatmidiname2,64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,5,1,2,0,0,0,6,14,4,1,2,5,3,2,1,0,6,2,0,0,1,0,0,1,0,0,3
ErWoondeEenVrouwtjeAlOverHetBos:RAND:nonpatmidiname2,59,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,3,0,0,8,4,0,2,1,2,2,1,0,6,11,5,0,1,0,0,1,0,0,3,2,1,0,0,0,0,0,0,0,1
FemmesVoulezVousEprouver:RAND:nonpatmidiname2,73,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,14,4,1,1,5,2,5,1,6,11,4,0,1,3,0,0,0,1,0,3
HeerHalewijn:RAND:nonpatmidiname2,96,0,2,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,1,3,14,9,1,0,0,4,2,5,1,6,20,6,1,1,1,0,2,2,0,2,5,1,0,0,0,1,0,0,0,1
HetVrouwtjeVanStavoren:RAND:nonpatmidiname2,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,1,0,0,2,1,10,4,0,0,0,1,2,0,0,1,1,2,0,0,0,0,1,0,0,1
HetWasLaatstOpEenZomerdag:RAND:nonpatmidiname2,85,0,5,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2,5,4,1,2,1,8,13,0,0,1,4,6,0,3,0,11,3,0,0,1,0,0,0,0,0,8
HetWasOpEenDriekoningenavond:RAND:nonpatmidiname2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,5,0,3,6,0,0,1,0,0,1,2,1,2,3,0,0,4,0,0,0,1,0,0
IkKwamLaatstEensInDeStad:RAND:nonpatmidiname2,88,0,2,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,4,2,1,0,4,0,3,0,6,0,17,17,4,0,4,1,1,0,2,0,11,3,1,0,0,0,0,0,0,0,1
KomLaatOnsNuZoStilNietZijn:RAND:nonpatmidiname2,50,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,5,3,4,0,1,2,2,0,0,2,9,3,3,0,1,1,1,1,1,0,4,0,1,0,0,0,0,0,0,0,1
LieveSchipperVaarMeOver:RAND:nonpatmidiname2,59,0,2,1,1,0,0,1,1,2,2,0,1,0,0,0,1,0,0,0,0,2,1,0,0,4,3,1,3,0,0,3,17,0,0,0,0,2,1,2,1,3,4,0,0,0,0,0,0,0,0,0
OGodIkLeefInNood:RAND:nonpatmidiname2,50,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,3,0,1,0,2,20,2,0,1,0,1,0,5,0,1,5,0,0,0,0,0,0,1,0,1
SoldaatKwamUitDeOorlog:RAND:nonpatmidiname2,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,5,12,3,0,6,2,2,1,6,0,11,10,1,0,5,0,0,0,6,0,0
VaarwelBruidjeSchoon:RAND:nonpatmidiname2,55,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,10,0,0,1,3,0,0,1,3,8,10,0,2,0,0,0,0,2,1,3,1,0,2,0,0,0,0,0,2
WatZagIkDaarVanVerre:RAND:nonpatmidiname2,71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,1,5,12,0,0,0,3,6,1,1,2,18,0,0,0,1,1,0,0,0,0,14
ZolangDeBoomZalBloeien:RAND:nonpatmidiname2,77,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,4,1,0,0,0,2,0,0,1,0,2,1,1,0,4,0,26,19,0,0,6,1,1,1,0,0,3
DaarGingEenHeer:RAND:nonpatmidiname3,76,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,1,0,0,0,1,0,29,0,0,0,1,0,32
DaarReedEenJonkheer:RAND:nonpatmidiname3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,0,0,2,5,0,0,2,3,2,0,1,2,0,0,0,0,11,2,4,0,2,0,1,0,0,0,0
DaarWasLaatstmaalEenRuiter:RAND:nonpatmidiname3,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,0,1,2,5,1,1,5,7,1,6,0,10,1,0,0,0,0,6,8,0,0,7,0,0,0,1,0,1
DaarZouErEenMaagdjeVroegOpstaan:RAND:nonpatmidiname3,42,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12,2,0,1,0,4,0,3,2,0,1,2,0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,1
EenLindeboomStondInHetDal:RAND:nonpatmidiname3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,3,0,0,4,1,0,0,0,0,0,0,0,2,12,1,0,1,0,0,0,3,0,0
EenSoudaanHadEenDochtertje:RAND:nonpatmidiname3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,26,0,0,0,9,0,13
EnErWarenEensTweeZoeteliefjes:RAND:nonpatmidiname3,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,1,1,3,5,10,1,0,3,0,0,5,0,0,0,3,0,0
ErReedErEensEenRuiter:RAND:nonpatmidiname3,126,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,2,11,4,1,1,28,24,5,0,2,2,3,0,4,0,4,9,1,0,1,0,0,0,1,0,0
ErWasEenHerderinnetje:RAND:nonpatmidiname3,48,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,13,0,1,0,0,2,0,1,3,10,5,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,1,0,2
ErWasEenKoopmanRijkEnMachtig:RAND:nonpatmidiname3,82,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,6,7,0,1,2,6,2,2,2,5,0,2,0,5,4,0,0,0,0,16,7,1,0,8,0,0,0,0,0,1
ErWasEenMeisjeVanZestienJaren:RAND:nonpatmidiname3,64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,5,1,2,0,0,0,6,14,4,1,2,5,3,2,1,0,6,2,0,0,1,0,0,1,0,0,3
ErWoondeEenVrouwtjeAlOverHetBos:RAND:nonpatmidiname3,59,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,3,0,0,8,4,0,2,1,2,2,1,0,6,11,5,0,1,0,0,1,0,0,3,2,1,0,0,0,0,0,0,0,1
FemmesVoulezVousEprouver:RAND:nonpatmidiname3,73,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,14,4,1,1,5,2,5,1,6,11,4,0,1,3,0,0,0,1,0,3
HeerHalewijn:RAND:nonpatmidiname3,96,0,2,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,1,3,14,9,1,0,0,4,2,5,1,6,20,6,1,1,1,0,2,2,0,2,5,1,0,0,0,1,0,0,0,1
HetVrouwtjeVanStavoren:RAND:nonpatmidiname3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,1,0,0,2,1,10,4,0,0,0,1,2,0,0,1,1,2,0,0,0,0,1,0,0,1
HetWasLaatstOpEenZomerdag:RAND:nonpatmidiname3,85,0,5,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2,5,4,1,2,1,8,13,0,0,1,4,6,0,3,0,11,3,0,0,1,0,0,0,0,0,8
HetWasOpEenDriekoningenavond:RAND:nonpatmidiname3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,5,0,3,6,0,0,1,0,0,1,2,1,2,3,0,0,4,0,0,0,1,0,0
IkKwamLaatstEensInDeStad:RAND:nonpatmidiname3,88,0,2,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,4,2,1,0,4,0,3,0,6,0,17,17,4,0,4,1,1,0,2,0,11,3,1,0,0,0,0,0,0,0,1
KomLaatOnsNuZoStilNietZijn:RAND:nonpatmidiname3,50,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,5,3,4,0,1,2,2,0,0,2,9,3,3,0,1,1,1,1,1,0,4,0,1,0,0,0,0,0,0,0,1
LieveSchipperVaarMeOver:RAND:nonpatmidiname3,59,0,2,1,1,0,0,1,1,2,2,0,1,0,0,0,1,0,0,0,0,2,1,0,0,4,3,1,3,0,0,3,17,0,0,0,0,2,1,2,1,3,4,0,0,0,0,0,0,0,0,0
OGodIkLeefInNood:RAND:nonpatmidiname3,50,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,3,0,1,0,2,20,2,0,1,0,1,0,5,0,1,5,0,0,0,0,0,0,1,0,1
SoldaatKwamUitDeOorlog:RAND:nonpatmidiname3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,5,12,3,0,6,2,2,1,6,0,11,10,1,0,5,0,0,0,6,0,0
VaarwelBruidjeSchoon:RAND:nonpatmidiname3,55,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,10,0,0,1,3,0,0,1,3,8,10,0,2,0,0,0,0,2,1,3,1,0,2,0,0,0,0,0,2
